MSZoning,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplace,GarageArea,SaleCondition,SalePrice
RL,8199,1Fam,2Story,7,5,2005,Y,1456,2,1,3,1,Gd,Y,410,Normal,189000
RL,13891,1Fam,2Story,9,5,2008,Y,2822,3,1,4,1,Ex,Y,1020,Partial,582933
RL,9000,1Fam,1Story,5,5,1954,Y,1128,1,0,2,1,TA,N,286,Family,118000
RL,12274,1Fam,1Story,7,5,2008,Y,1428,2,0,3,1,Ex,N,554,Partial,227680
RL,9750,1Fam,SLvl,5,5,1967,Y,980,2,0,3,1,TA,N,384,Normal,135500
RL,21384,1Fam,2Story,5,6,1923,Y,1576,1,1,3,1,Gd,Y,528,Normal,223500
RL,13400,1Fam,SLvl,5,5,1966,Y,1086,1,0,3,1,TA,Y,484,Normal,159950
RM,8100,1Fam,2.5Unf,5,5,1898,N,2138,2,0,2,3,TA,N,360,Normal,106000
RL,10140,1Fam,1Story,6,6,1974,Y,1309,1,1,3,1,Gd,Y,484,Normal,181000
RM,4438,TwnhsE,1Story,6,5,2004,Y,848,1,0,1,1,Gd,Y,420,Normal,144500
C (all),8712,1Fam,1Story,5,5,1952,N,1044,1,0,2,1,Fa,N,504,Alloca,55993
RL,9750,1Fam,1Story,6,6,1958,Y,1442,1,1,4,1,TA,N,301,Normal,157900
RL,8248,1Fam,1.5Fin,5,7,1918,Y,1250,1,1,3,1,Fa,N,280,Normal,116000
RL,12137,1Fam,1Story,7,5,1998,Y,1661,2,0,3,1,Gd,N,598,Normal,224900
RL,11425,1Fam,1Story,5,6,1954,Y,1008,1,0,2,1,TA,Y,275,Normal,137000
RL,13265,1Fam,1Story,8,5,2002,Y,1689,2,0,3,1,Gd,Y,857,Normal,271000
RL,8816,1Fam,SLvl,6,7,1971,Y,1052,1,0,3,1,TA,N,440,Normal,155000
RL,6371,TwnhsE,1Story,7,5,2009,Y,1358,2,0,2,1,Gd,Y,484,Partial,224000
RL,7226,1Fam,2Story,7,5,2003,Y,1640,2,1,3,1,Gd,N,595,Normal,183000
RM,6000,2fmCon,1Story,4,4,1953,N,936,1,0,2,1,TA,N,576,Normal,93000
RL,12394,1Fam,2Story,7,5,2003,Y,1733,2,1,3,1,Gd,Y,433,Family,225000
RL,9900,1Fam,1.5Fin,6,7,1940,Y,1489,2,0,3,1,TA,Y,240,Normal,139500
FV,11216,1Fam,1Story,8,5,2006,Y,1489,2,0,3,1,Gd,Y,776,Partial,232600
RL,14803,1Fam,1Story,10,5,2007,Y,2084,2,0,2,1,Ex,Y,1220,Partial,385000
RM,6130,1Fam,1.5Unf,5,6,1924,Y,784,1,0,2,1,Gd,N,0,Normal,109500
RL,8529,1Fam,1Story,7,5,2001,Y,1434,2,0,3,1,Gd,Y,527,Normal,189000
RL,28698,1Fam,2Story,5,5,1967,Y,2126,2,1,3,1,TA,N,538,Abnorml,185000
FV,2544,Twnhs,2Story,7,5,2005,Y,1223,2,1,2,1,Gd,N,480,Normal,147400
RL,11900,1Fam,1Story,6,5,1957,Y,1392,1,1,3,1,TA,Y,458,Normal,166000
FV,3180,TwnhsE,2Story,7,5,2005,Y,1200,2,1,2,1,Gd,N,480,Normal,151000
RL,9548,1Fam,2Story,7,6,2003,Y,1829,2,1,3,1,Gd,Y,613,Normal,237000
RL,10004,1Fam,1Story,6,6,1964,Y,1516,1,1,3,1,TA,N,472,Normal,167000
RL,7875,1Fam,1Story,5,6,1961,Y,1144,1,0,3,1,TA,N,456,Normal,139950
RL,9600,1Fam,1Story,4,7,1950,Y,1067,2,0,2,1,Gd,N,436,Normal,128000
RM,8100,1Fam,1Story,5,6,1948,Y,1559,1,0,2,1,TA,N,812,Normal,153500
RM,1680,Twnhs,2Story,6,5,1973,Y,987,1,1,2,1,TA,N,264,Normal,100000
RL,9525,1Fam,1Story,5,6,1995,Y,1099,1,1,3,1,Gd,N,352,Normal,144000
RL,11767,1Fam,1.5Fin,5,6,1946,Y,1200,1,0,3,1,TA,N,240,Normal,130500
RH,12155,1Fam,2Story,6,8,1925,N,1482,2,0,4,1,Fa,N,400,Normal,140000
RM,10440,1Fam,2Story,5,8,1904,Y,1539,2,0,3,1,Gd,Y,686,Normal,157500
RL,9020,1Fam,SLvl,6,7,1966,Y,1165,1,1,3,1,TA,N,490,Normal,174900
RL,8000,Duplex,1Story,5,4,1961,N,1800,2,0,6,2,TA,N,0,Normal,141000
RM,12665,1Fam,1.5Fin,5,8,1915,Y,1416,1,1,4,1,TA,Y,720,Normal,153900
RL,16647,1Fam,SFoyer,5,5,1975,Y,1701,2,0,3,1,TA,Y,611,Normal,171000
RL,9317,1Fam,2Story,7,5,1993,Y,1775,2,1,3,1,Gd,Y,425,Normal,213000
RL,15523,1Fam,1Story,5,6,1972,Y,864,1,0,3,1,TA,Y,338,Normal,133500
RL,45600,1Fam,1.5Fin,6,8,1908,Y,2358,3,0,5,1,TA,Y,360,Normal,240000
RL,9600,1Fam,SLvl,6,7,1976,Y,1855,2,1,3,1,TA,Y,512,Normal,187000
RM,4435,TwnhsE,1Story,6,5,2003,Y,848,1,0,1,1,Gd,N,420,Normal,131500
RL,3196,TwnhsE,1Story,8,5,2003,Y,1456,2,0,2,1,Gd,Y,400,Normal,215000
RL,7128,1Fam,2.5Unf,7,5,1941,Y,1646,2,0,4,1,TA,Y,240,Normal,164000
RL,12095,1Fam,SLvl,6,6,1964,Y,1445,1,1,3,1,TA,Y,645,Normal,158000
RL,17920,1Fam,1Story,5,4,1955,Y,1779,1,1,3,1,TA,Y,454,Abnorml,170000
RL,6897,1Fam,1Story,5,8,1962,Y,1040,1,1,3,1,TA,N,260,Normal,127000
RL,10970,1Fam,SLvl,6,6,1978,Y,1026,1,0,3,1,TA,N,576,Normal,147000
RL,8125,1Fam,2Story,6,5,1994,Y,1481,2,1,3,1,TA,Y,343,Normal,174000
RL,10400,1Fam,1Story,7,5,1976,Y,1370,2,0,3,1,TA,Y,479,Family,152000
RL,11029,1Fam,2Story,6,7,1968,Y,2654,2,1,4,1,Gd,Y,619,Normal,250000
RL,7642,1Fam,1.5Fin,7,8,1918,Y,1426,1,1,3,1,Gd,Y,216,Normal,189950
RL,11625,2fmCon,1Story,5,4,1965,Y,1039,1,1,3,1,TA,N,504,Normal,131500
RL,9672,1Fam,1Story,6,5,1984,Y,1097,2,0,3,1,TA,N,480,Normal,152000
RL,7931,1Fam,1Story,5,5,1959,Y,1148,1,0,3,1,TA,N,672,Normal,132500
FV,8640,1Fam,1Story,7,5,2007,Y,1372,2,0,3,1,Gd,N,529,Partial,250580
RL,8750,1Fam,1Story,5,6,1970,Y,1002,1,0,3,1,TA,N,902,Normal,148500
RL,10656,1Fam,1Story,8,5,2006,Y,1646,2,0,3,1,Gd,Y,870,Partial,248900
RL,6970,1Fam,1Story,4,5,1961,Y,1120,1,1,3,1,Fa,N,544,Normal,129000
RL,14762,1Fam,2Story,5,6,1948,Y,2320,2,0,2,1,TA,Y,672,Normal,169000
RL,9938,1Fam,2Story,7,5,1993,Y,1949,2,1,3,1,Gd,Y,574,Normal,236000
RL,6600,1Fam,1Story,5,5,1962,N,894,1,0,2,1,TA,N,308,Normal,109500
RL,8750,1Fam,2Story,6,5,1998,Y,1682,2,1,3,1,Gd,N,523,Normal,200500
RL,8892,1Fam,1Story,5,7,1953,Y,910,1,0,3,1,Gd,N,414,Normal,116000
RL,12144,1Fam,1Story,5,7,1949,Y,1268,1,0,3,1,TA,Y,288,Normal,133000
RM,5720,1Fam,1.5Fin,5,6,1941,Y,1131,1,1,3,1,TA,N,200,Abnorml,66500
FV,9000,1Fam,2Story,8,5,2007,Y,2610,2,1,4,1,Ex,Y,550,Partial,303477
RL,25286,1Fam,1Story,4,5,1963,Y,1040,1,0,3,1,TA,N,648,Normal,132250
RL,8834,1Fam,2Story,9,5,2004,Y,2224,2,1,4,1,Ex,Y,738,Normal,350000
RL,11782,1Fam,SFoyer,5,7,1961,Y,1155,1,0,3,1,Gd,N,576,Normal,148000
RL,7000,1Fam,1Story,5,8,1978,Y,864,1,0,3,1,TA,N,336,Normal,136500
RL,7024,1Fam,1Story,5,5,2005,Y,1090,1,1,2,1,TA,N,450,Normal,157000
RL,13758,1Fam,1.5Fin,7,5,1990,Y,1717,2,1,3,1,Gd,Y,400,Normal,187500
RL,9636,1Fam,2Story,6,5,1992,Y,1593,2,1,3,1,TA,Y,389,Normal,178000
RL,6204,1Fam,2.5Fin,4,5,1912,N,2230,1,0,5,1,TA,N,440,Normal,118500
RL,7150,1Fam,1Story,5,5,1967,Y,892,1,0,3,1,TA,N,288,Normal,100000
FV,5119,TwnhsE,1Story,9,5,1999,Y,1709,2,0,2,1,Gd,Y,506,Abnorml,328900
RL,8393,Duplex,1Story,5,5,1959,Y,1712,2,0,4,2,TA,N,588,Family,145000
RL,16466,1Fam,1.5Fin,5,7,1955,Y,1393,1,1,3,1,TA,N,300,Normal,135500
RL,15865,1Fam,1Story,8,6,1970,Y,2217,2,0,4,1,Gd,Y,621,Normal,268000
RL,12160,1Fam,1Story,6,4,1953,Y,1505,1,0,2,1,TA,Y,505,Normal,149500
RL,8064,1Fam,1.5Fin,5,7,1949,Y,924,1,0,3,1,TA,Y,576,Normal,122900
RL,11184,1Fam,2Story,6,5,1978,Y,1683,2,1,3,1,TA,Y,440,Normal,172500
RL,8414,1Fam,1Story,6,8,1963,Y,1068,1,0,3,1,TA,N,264,Normal,154500
RL,13284,1Fam,1Story,5,5,1954,Y,1383,1,0,3,1,TA,Y,354,Normal,165000
RL,7018,Duplex,1Story,5,5,1979,Y,1535,2,0,4,2,TA,N,400,Alloca,118858
RL,7056,1Fam,2Story,6,5,1963,Y,1796,1,1,4,1,TA,Y,483,Normal,140000
RM,8765,1Fam,1Story,4,6,1936,N,951,1,0,2,1,TA,N,327,Abnorml,106500
RL,7018,Duplex,2Story,5,5,1979,Y,2240,2,0,6,2,TA,N,528,Alloca,142953
RL,12919,1Fam,1Story,9,5,2009,Y,2364,2,1,2,1,Ex,Y,820,Partial,611657
RL,6993,1Fam,1Story,5,7,1961,Y,1236,1,0,3,1,TA,Y,288,Normal,135000
RL,7340,1Fam,1Story,4,6,1971,Y,858,1,0,2,1,TA,N,684,Normal,110000
RL,8712,1Fam,1Story,5,7,1957,Y,1306,1,0,2,1,TA,N,756,Normal,153000
RL,7875,1Fam,2Story,7,5,2003,Y,1509,2,1,3,1,Gd,Y,393,Normal,180000
RL,14859,1Fam,1Story,7,5,2006,Y,1670,2,0,3,1,Gd,Y,690,Partial,240000
RL,6173,1Fam,1Story,5,6,1967,Y,902,1,0,3,1,TA,N,288,Normal,125500
RL,9920,1Fam,1Story,5,5,1954,Y,1063,1,0,3,1,TA,N,280,Normal,128000
RL,13501,1Fam,1Story,8,5,2006,Y,1636,2,0,3,1,Gd,Y,865,Normal,255000
RL,11500,1Fam,1.5Fin,7,7,1936,Y,2057,1,1,3,1,Gd,Y,180,Normal,250000
RL,8885,1Fam,1Story,5,5,1983,Y,902,1,0,2,1,TA,N,484,Normal,131000
RL,12589,1Fam,2Story,6,5,2005,Y,1484,2,1,3,1,Gd,Y,390,Normal,174000
RL,11600,Duplex,2Story,5,5,1960,Y,2274,2,0,5,2,TA,N,480,Normal,154300
RL,9286,1Fam,1Story,5,7,1977,Y,1268,1,1,3,1,Gd,N,252,Normal,143500
RM,6120,1Fam,1Story,5,7,1925,N,1015,1,0,3,1,TA,N,450,Abnorml,88000
RH,6270,Duplex,2Story,5,6,1949,N,2002,2,0,4,2,TA,N,871,Normal,145000
FV,3000,TwnhsE,2Story,6,5,2009,Y,1224,2,1,2,1,Gd,N,528,Partial,173733
RM,2001,Twnhs,2Story,4,5,1970,Y,1092,1,1,3,1,TA,N,286,Normal,75000
C (all),9000,1Fam,1Story,2,3,1949,N,480,0,0,1,1,TA,N,308,Abnorml,35311
RL,17140,1Fam,1Story,4,6,1956,Y,1229,1,0,3,1,TA,N,284,Normal,135000
RL,13125,1Fam,2Story,7,5,1991,Y,2127,2,1,4,1,Gd,Y,833,Normal,238000
RL,11029,1Fam,1Story,6,8,1958,Y,1414,1,0,3,1,TA,Y,601,Normal,176500
RL,8462,1Fam,2Story,6,5,1994,Y,1721,2,1,3,1,Gd,N,471,Normal,201000
RL,8777,Duplex,1.5Fin,5,7,1900,Y,2200,2,2,4,2,TA,N,0,Normal,145900
RL,10237,1Fam,1Story,6,5,2005,Y,1316,2,0,3,1,Gd,Y,397,Partial,169990
RL,8012,TwnhsE,1Story,6,5,1993,Y,1617,2,0,2,1,Gd,Y,533,Normal,193000
RL,10240,1Fam,1Story,6,6,1980,Y,1686,2,0,3,1,TA,Y,612,Normal,207500
RL,15611,1Fam,1Story,5,6,1977,Y,1126,2,0,3,1,Ex,N,540,Abnorml,175000
RL,11999,1Fam,2Story,8,5,2003,Y,2374,2,1,4,1,Ex,Y,656,Normal,285000
RL,9900,1Fam,2Story,7,5,1968,Y,1978,2,1,4,1,TA,Y,486,Normal,176000
RL,11838,1Fam,1Story,8,5,2001,Y,1788,2,0,3,1,Ex,Y,522,Normal,236500
RL,13006,1Fam,2Story,7,5,1997,Y,2236,2,1,4,1,Gd,Y,642,Normal,222000
RL,8925,1Fam,1Story,8,5,2007,Y,1466,2,0,3,1,Gd,N,610,Normal,201000
RL,9100,1Fam,1Story,5,6,1965,Y,925,1,0,2,1,TA,N,429,Normal,117500
RL,11670,1Fam,1Story,9,5,2006,Y,1905,2,0,3,1,Ex,Y,788,Normal,320000
RL,8487,1Fam,1Story,7,5,2004,Y,1500,2,0,3,1,Gd,N,570,Normal,190000
RL,27650,1Fam,1Story,7,7,1960,Y,2069,2,0,4,1,Gd,Y,505,Normal,242000
RL,5825,1Fam,1Story,4,5,1926,Y,747,1,0,1,1,TA,N,528,Normal,79900
RL,10083,1Fam,1Story,7,5,2003,Y,1200,2,0,2,1,Gd,N,555,Normal,184900
RL,9675,1Fam,2Story,7,5,2005,Y,1971,2,1,3,1,Gd,Y,689,Normal,253000
RL,8760,1Fam,2Story,7,5,2006,Y,1962,2,1,3,1,Gd,N,868,Partial,239799
RL,24090,1Fam,2Story,7,7,1940,Y,2403,2,0,4,1,TA,Y,349,Normal,244400
RL,12640,Duplex,1Story,6,5,1976,Y,1728,2,0,4,2,TA,N,574,Normal,150900
RL,8755,1Fam,2Story,7,5,1999,Y,2060,2,1,3,1,Gd,Y,390,Normal,214000
RL,7711,Duplex,1Story,4,3,1977,Y,1440,2,0,4,2,TA,N,0,Abnorml,150000
RL,25000,Duplex,1Story,5,4,1967,Y,1632,2,0,4,2,TA,N,576,Normal,143000
RL,14375,1Fam,SLvl,6,6,1958,Y,1344,1,0,3,1,Gd,Y,525,Abnorml,137500
RM,8820,1Fam,1.5Fin,5,6,1890,Y,1869,1,0,2,1,TA,N,456,Normal,124900
RL,8163,1Fam,SLvl,5,6,1959,Y,1144,1,0,3,1,TA,Y,796,Normal,143000
RL,14536,1Fam,1Story,8,5,2002,Y,1629,2,0,3,1,Gd,Y,808,Normal,270000
RL,14006,1Fam,2Story,7,5,2002,Y,1776,2,1,3,1,Gd,Y,474,Normal,192500
RL,9360,1Fam,1Story,6,7,1972,Y,1381,1,1,3,1,Gd,Y,676,Normal,197500
RL,7200,1Fam,1Story,5,8,1950,Y,864,1,0,3,1,Gd,N,720,Normal,129000
RH,7800,1Fam,1Story,5,5,1965,Y,965,1,0,3,1,TA,N,300,Abnorml,119900
RL,7200,1Fam,SFoyer,5,8,1972,Y,768,1,0,2,1,TA,N,396,Normal,133900
RL,11075,1Fam,2Story,5,4,1969,Y,1968,2,1,4,1,TA,Y,530,Normal,172000
RL,9400,Duplex,SFoyer,6,5,1975,Y,980,2,0,4,0,TA,N,0,AdjLand,127500
RH,7136,Duplex,2Story,6,6,1946,N,1958,2,0,4,2,TA,N,492,Normal,145000
RM,1300,TwnhsE,2Story,6,6,1980,Y,1229,1,1,2,1,TA,Y,462,Normal,124000
RL,7420,1Fam,1Story,5,5,1962,Y,1057,1,0,3,1,TA,N,576,Normal,132000
RL,8450,1Fam,1Story,7,5,2003,Y,1337,2,0,3,1,Gd,N,531,Normal,185000
FV,2572,Twnhs,2Story,7,5,1999,Y,1416,2,1,3,1,Gd,N,484,Normal,155000
RL,7207,1Fam,1Story,5,7,1958,Y,858,1,0,2,1,TA,N,0,Normal,116500
RL,12227,1Fam,2Story,6,7,1977,Y,2872,2,1,4,1,TA,Y,619,Normal,272000
RL,2308,TwnhsE,2Story,6,6,1976,Y,1548,2,1,3,1,Gd,Y,440,Normal,155000
RL,11923,1Fam,1Story,9,5,2007,Y,1800,2,0,2,1,Ex,N,702,Normal,239000
RL,11316,1Fam,2Story,7,5,2002,Y,1894,2,1,4,1,Gd,Y,510,Normal,214900
RL,10237,1Fam,2Story,6,5,2005,Y,1484,2,1,3,1,Gd,Y,393,Partial,178900
RL,9600,1Fam,1.5Fin,5,7,1940,Y,1308,1,1,2,1,TA,Y,256,Normal,160000
RL,7390,1Fam,1Story,5,7,1955,Y,1098,1,0,3,1,TA,N,260,Normal,135000
RM,5925,1Fam,1.5Fin,3,6,1910,N,968,1,0,2,1,TA,N,0,Abnorml,37900
RL,10382,2fmCon,SLvl,6,5,1958,Y,1095,1,0,2,1,TA,N,264,Normal,140000
RL,10800,1Fam,1.5Fin,4,4,1949,N,1192,1,1,4,1,TA,N,0,Abnorml,135000
RL,2268,Twnhs,2Story,7,5,2003,Y,1626,2,0,2,1,Gd,N,474,Normal,173000
RL,7892,TwnhsE,1Story,6,5,1979,Y,918,2,0,2,1,TA,Y,264,Normal,99500
FV,11639,1Fam,1Story,7,5,2007,Y,1428,2,0,3,1,Gd,N,480,Partial,182000
RL,11414,1Fam,2Story,7,8,1910,N,2019,1,0,3,1,Gd,N,532,Normal,167500
FV,2651,Twnhs,2Story,7,5,2000,Y,1382,2,1,3,1,Gd,N,490,Normal,165000
RL,5900,1Fam,1Story,4,7,1923,Y,869,1,0,2,1,Fa,N,0,Normal,85500
FV,4274,TwnhsE,1Story,7,5,2006,Y,1241,1,1,1,1,Gd,N,569,Partial,199900
RL,9450,1Fam,1Story,4,5,1954,Y,894,1,0,3,1,TA,N,400,Abnorml,110000
RL,8816,1Fam,1Story,5,6,1963,Y,1121,1,0,3,1,TA,N,480,Normal,139000
RL,12122,1Fam,SFoyer,7,9,1961,Y,999,1,0,3,1,Ex,N,588,Normal,178400
RL,12203,1Fam,2Story,8,5,1998,Y,2612,2,1,4,1,Gd,Y,676,Normal,336000
RL,3182,1Fam,1Story,7,5,2007,Y,1266,2,0,2,1,Gd,Y,388,Normal,159895
RL,11250,1Fam,2Story,8,5,2002,Y,2290,2,1,4,1,Gd,Y,779,Normal,255900
RL,10125,Duplex,1.5Fin,5,5,1977,Y,1734,2,0,4,2,Gd,N,539,Normal,126000
RL,10880,2fmCon,1Story,5,5,1950,N,1164,1,0,3,1,TA,N,240,Normal,125000
RM,5310,1Fam,1.5Fin,6,8,1910,Y,1635,1,0,2,1,Gd,N,255,Normal,117000
RL,10159,1Fam,1Story,9,5,2009,Y,1940,2,1,3,1,Ex,Y,606,Partial,395192
RL,12046,1Fam,2Story,6,6,1976,Y,2030,2,1,4,1,Gd,Y,551,Normal,195000
FV,8125,1Fam,2Story,7,5,2006,Y,1576,2,1,3,1,Gd,N,614,Partial,197000
RL,9452,1Fam,2Story,8,5,1997,Y,2392,2,1,3,1,Gd,Y,870,Normal,348000
RM,17671,1Fam,2Story,8,9,1882,Y,1742,1,1,4,1,Gd,Y,424,Normal,168000
RL,9760,1Fam,2Story,6,8,1964,Y,1851,2,1,3,1,Gd,Y,440,Normal,187000
RL,8846,1Fam,2Story,6,5,2005,Y,1500,2,1,3,1,Gd,N,564,Partial,173900
RL,12456,1Fam,1Story,10,5,2006,Y,1718,2,0,3,1,Ex,Y,786,Normal,337500
RL,4712,1Fam,1.5Fin,4,7,1946,Y,1230,1,1,3,1,TA,N,305,Abnorml,121600
RL,10659,1Fam,1Story,5,6,1961,Y,1050,1,0,3,1,TA,N,368,Normal,136500
RL,11717,1Fam,1Story,6,6,1970,Y,1442,2,0,2,1,TA,Y,615,Normal,185000
RM,9786,1Fam,1Story,3,4,1922,N,1077,1,0,3,1,TA,Y,210,Normal,91000
RL,6762,1Fam,1Story,7,5,2006,Y,1208,2,0,2,1,Gd,N,632,Normal,206000
RL,10206,1Fam,1Story,3,3,1952,N,944,1,0,2,1,Fa,N,528,Normal,82000
RL,5400,1Fam,1Story,5,6,1920,Y,691,1,0,2,1,Ex,N,216,Abnorml,86000
RL,11957,1Fam,1Story,8,5,2006,Y,1574,2,0,3,1,Gd,Y,824,Normal,232000
RL,11500,Duplex,1Story,5,6,1976,Y,1680,2,0,4,2,TA,N,528,Normal,136905
RL,3182,TwnhsE,1Story,7,5,2005,Y,1504,2,0,1,1,Gd,Y,457,Normal,181000
RL,8385,1Fam,SLvl,5,8,1977,Y,985,2,0,3,1,TA,N,328,Normal,149900
RL,12155,1Fam,1Story,6,3,1970,Y,1657,2,0,3,1,TA,Y,484,Normal,163500
RM,2217,TwnhsE,2Story,4,4,1970,Y,1092,1,1,3,1,TA,N,286,Normal,88000
RL,12118,1Fam,1Story,7,5,2004,Y,1710,2,0,3,1,Gd,Y,550,Normal,240000
RL,6000,1Fam,1.5Fin,5,5,1926,Y,1522,2,0,4,1,TA,N,0,Normal,102000
RL,21286,1Fam,1.5Fin,5,5,1948,Y,1271,2,0,4,1,TA,Y,312,Normal,135000
RL,9825,Duplex,1Story,5,5,1965,N,1664,2,0,4,2,TA,N,0,Normal,100000
RL,10592,1Fam,2Story,6,7,1923,Y,1502,1,1,3,1,Gd,Y,180,Normal,165000
RM,7200,1Fam,1Story,5,4,1910,N,1022,1,0,2,1,TA,N,280,Normal,85000
RL,11664,1Fam,1Story,6,5,1948,Y,1082,1,0,2,1,TA,Y,240,Normal,119200
RL,8400,1Fam,2Story,8,6,2001,Y,1665,2,1,3,1,Gd,N,528,Normal,227000
RL,11883,1Fam,1Story,7,5,1996,Y,1504,2,0,3,1,Gd,Y,478,Normal,203000
RL,5814,TwnhsE,1Story,8,5,1984,Y,1360,1,0,1,1,Gd,Y,565,Abnorml,187500
RL,10784,1Fam,SLvl,7,5,1991,Y,1472,2,1,3,1,Gd,Y,402,Normal,160000
RL,3013,TwnhsE,1Story,7,5,2005,Y,1506,2,0,2,1,Gd,Y,440,Normal,213490
RL,7024,1Fam,1Story,4,5,2005,Y,1132,1,1,2,1,Gd,N,451,Normal,176000
RL,7406,1Fam,1Story,7,5,2006,Y,1220,2,0,2,1,Gd,N,632,Partial,194000
RM,9439,1Fam,1.5Fin,5,5,1930,Y,1248,1,0,2,1,TA,N,160,Normal,87000
RL,3182,TwnhsE,1Story,7,5,2005,Y,1504,2,0,2,1,Gd,Y,437,Normal,191000
RL,15498,1Fam,1Story,8,6,1976,Y,2898,2,0,2,1,Gd,Y,665,Abnorml,287000
RL,7700,1Fam,1Story,5,5,1972,Y,882,1,0,3,1,TA,N,461,Normal,112500
RL,9300,1Fam,1Story,5,5,1960,Y,1264,1,0,3,1,TA,Y,461,Normal,167500
RL,9520,1Fam,1Story,8,5,2007,Y,1646,2,0,3,1,Gd,Y,800,Partial,293077
RL,9492,1Fam,1.5Fin,5,5,1941,Y,1376,1,0,3,1,TA,Y,240,Normal,105000
RM,1680,Twnhs,2Story,6,7,1972,Y,1218,1,1,3,1,TA,N,264,Normal,118000
RH,7082,2fmCon,2Story,5,8,1916,Y,1928,2,0,5,2,TA,N,0,Normal,160000
RL,15863,1Fam,2.5Fin,7,3,1920,Y,3082,2,1,5,1,TA,Y,672,Normal,197000
RL,14541,1Fam,2Story,8,7,1993,Y,2520,2,1,5,1,Gd,Y,796,Abnorml,310000
RL,8125,1Fam,1Story,7,5,2002,Y,1654,2,0,3,1,Gd,N,900,Normal,230000
RL,6305,1Fam,1Story,5,7,1938,Y,954,1,0,2,1,Fa,Y,240,Normal,119750
RL,11500,1Fam,1Story,4,3,1957,N,845,1,0,3,1,TA,N,290,Normal,84000
RL,12898,1Fam,1Story,9,5,2007,Y,1620,2,0,2,1,Ex,Y,912,Normal,315500
RL,9240,1Fam,2Story,8,5,2001,Y,2263,2,1,3,1,Gd,Y,905,Normal,287000
RM,1533,Twnhs,2Story,4,6,1970,Y,1344,1,1,3,1,TA,Y,0,Normal,97000
RM,1477,TwnhsE,SFoyer,4,4,1970,Y,630,1,0,1,1,TA,N,286,Normal,80000
RL,13125,1Fam,1Story,5,4,1957,Y,1803,2,0,3,1,TA,Y,484,Normal,155000
RL,9130,1Fam,2Story,6,8,1966,Y,1632,1,1,4,1,Gd,N,484,Normal,173000
RL,5381,Twnhs,1Story,6,5,2005,Y,1306,2,0,1,1,Gd,Y,624,Normal,196000
RL,11839,1Fam,2Story,7,5,1990,Y,2329,2,1,4,1,Gd,Y,514,Normal,262280
RL,9600,1Fam,1Story,8,5,1981,Y,2524,2,1,4,1,Gd,Y,542,Normal,278000
RL,13680,1Fam,1Story,3,5,1955,Y,1733,2,0,4,1,TA,Y,452,Normal,139600
RL,16056,1Fam,2Story,9,5,2005,Y,2868,3,1,4,1,Ex,Y,716,Partial,556581
RL,9245,1Fam,1Story,5,5,1994,Y,990,1,0,3,1,TA,N,672,Normal,145000
RL,21750,1Fam,1Story,5,4,1960,Y,1771,1,0,3,1,TA,Y,336,Normal,115000
RL,11100,1Fam,1Story,4,7,1946,Y,930,1,0,2,1,Gd,N,308,Abnorml,84900
RL,8993,1Fam,1Story,7,5,2007,Y,1302,2,0,3,1,Gd,N,436,Partial,176485
RL,11175,1Fam,1Story,7,5,2007,Y,1316,2,0,3,1,Gd,Y,440,Partial,200141
RL,9500,1Fam,2Story,6,6,1964,Y,1977,1,1,4,1,TA,Y,540,Normal,165000
RL,8562,1Fam,1Story,5,6,1957,Y,1526,1,0,4,1,TA,Y,364,Normal,144500
RL,11367,1Fam,2Story,8,5,2002,Y,1989,2,1,3,1,Gd,Y,586,Normal,255000
RL,11361,1Fam,1Story,6,5,1976,Y,1523,2,0,3,1,TA,Y,478,Abnorml,180000
RL,7052,TwnhsE,1Story,7,5,2005,Y,1364,2,0,2,1,Gd,Y,484,Normal,185850
RL,29959,1Fam,2Story,7,6,1994,Y,1850,2,1,3,1,Gd,Y,467,Normal,248000
RL,11308,1Fam,2Story,9,5,2008,Y,2184,2,1,3,1,Ex,Y,836,Normal,335000
RL,11275,1Fam,1.5Fin,6,7,1932,Y,1991,1,1,3,1,TA,Y,432,Normal,220000
RL,4920,TwnhsE,1Story,8,5,2001,Y,1338,2,0,2,1,Gd,N,582,Normal,213500
C (all),18000,1Fam,1Story,3,4,1935,Y,894,1,0,2,1,TA,N,1248,Normal,81000
RM,13600,2fmCon,2Story,5,5,1900,N,2337,2,0,5,2,TA,N,560,Normal,90000
RM,6000,1Fam,1Story,6,6,1925,Y,1103,1,0,2,1,Gd,Y,440,Normal,110500
RL,11000,1Fam,1Story,5,6,1966,Y,1154,1,1,3,1,TA,Y,480,Normal,154000
RL,14000,1Fam,2Story,7,5,1996,Y,2260,2,1,3,1,Gd,N,533,Normal,328000
RL,7837,1Fam,2Story,6,7,1993,Y,1571,2,1,3,1,TA,Y,380,Normal,178000
RL,9760,1Fam,2Story,6,6,1964,Y,1611,1,1,4,1,TA,N,442,Normal,167900
RM,3964,TwnhsE,2Story,6,4,1973,Y,2521,2,1,5,1,TA,Y,576,Normal,151400
RL,9600,1Fam,1.5Unf,5,7,1949,Y,893,1,0,2,1,Gd,N,576,Normal,135000
RL,10152,1Fam,1Story,5,5,1956,Y,1048,1,0,3,1,TA,N,286,Normal,135000
